Autor_x,Autor_y,Trabalhos_Juntos
DARLAN  TELES DA SILVA,VICTOR HUGO  ROHDEN PRUDENTE,1
DAVI ARNAUT,EDUARDO A. RIBAS,1
DAVI ARNAUT,RONEY UBA,1
DAVI ROMERO DE VASCONCELOS,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
DAVI ROMERO DE VASCONCELOS,LÍVIA ALMADA CRUZ,1
DAVI ROMERO DE VASCONCELOS,REGIS PIRES MAGALHÃES,1
DAVI ROMERO DE VASCONCELOS,RONILDO OLIVEIRA DA SILVA,1
DAVID B. FERNANDES,EDLENO SILVA DE MOURA,1
DAVID B. FERNANDES,JAVIER ZAMBRANO FERREIRA,1
DAVID B. FERNANDES,JOSIANE RODRIGUES,1
DAVID B. FERNANDES,JOÃO M. B. CAVALCANTI,1
DAVID MENOTTI GOMES,GUILHERME TAVARES DE ASSIS,1
DAVID MENOTTI GOMES,LUCIANO VILAS BOAS ESPERIDIÃO,1
DAVID MENOTTI GOMES,MARCOS ANDRÉ GONÇALVES,1
DEIVIDY AMORIM POLICARPO,FABIANO BALDO,1
DEIVIDY AMORIM POLICARPO,JULIA GRANDO,1
DEIVIDY AMORIM POLICARPO,YUJI YAMADA CORREA,1
DENIO DUARTE,IVAIR PUERARI,1
DENIO DUARTE,JOÃO MARCOS CAMPAGNOLO,1
DENIO DUARTE,JULYANE FELIPETTE LIMA,1
DENIS DERATANI MAUÁ,WALTER PEREZ URCIA,1
DENIS TAVEIRA,GABRIEL SANSIGOLO,1
DENIS TAVEIRA,GILBERTO R. DE QUEIROZ,1
DENIS TAVEIRA,KARINE R. FERREIRA,1
DENIS TAVEIRA,LUIS FERLA,1
DENIS TAVEIRA,NANDAMUDI L. VIJAYKUMAR,1
DENIS TAVEIRA,RODRIGO M. MARIANO,1
DHARA AVELINO-ALVES,FERNANDA O. F. SCHMIDT,1
DHARA AVELINO-ALVES,FLÁVIO F. NOBRE,1
DHARA AVELINO-ALVES,NATHÁLIA S. C. SANTOS,1
DHARA AVELINO-ALVES,ODARA A. OLIVEIRA,1
DHARA AVELINO-ALVES,PRISCILA C. ALVES,1
DIEGO BRANDÃO,LUÍS TARRATACA,1
DIEGO BRANDÃO,RAFAELLI COUTINHO,1
DIEGO CARVALHO,FERNANDO MOURÃO,1
DIEGO CARVALHO,LEONARDO ROCHA,1
DIEGO CARVALHO,NÍCOLLAS SILVA,1
DIEGO DE SOUZA LIMA,ELISANGELA ANDRADE ÂNGELO,1
DIEGO DE SOUZA LIMA,FLAVIO AUGUSTO VICENTE SEIXAS,1
DIEGO DE SOUZA LIMA,GISELE STRIEDER PHILIPPSEN,1
DIEGO DE SOUZA LIMA,LEONARDO MURTA,1
DIEGO DE SOUZA LIMA,MARIA APARECIDA FERNANDEZ,1
DIEGO DE SOUZA LIMA,VANESSA BRAGANHOLO,1
DIEGO MARIANO,FREDERICO CHAVES CARVALHO,1
DIEGO MARIANO,LUANA LUIZA BASTOS,1
DIEGO MARIANO,LUCAS MORAES DOS SANTOS,1
DIEGO MARIANO,RAQUEL C. DE MELO-MINARDI,1
DIEGO MARIANO,VIVIAN MORAIS PAIXÃO,1
DIEGO MINATEL,MARIANA CÚRI,1
DIEGO MINATEL,NÍCOLAS ROQUE DOS SANTOS,1
DIEGO MINATEL,RICARDO MARCONDES MARCACINI,1
DIEGO OLIVEIRA,FELIPE FERREIRA BORGES,1
DIEGO OLIVEIRA,LEONARDO ANDRADE RIBEIRO,1
DIEGO PEREIRA,FERNANDA BAIÃO,1
DIEGO PEREIRA,LEONARDO GUERREIRO AZEVEDO,1
DIEINISON J. F. BRAGA,GUSTAVO COUTINHO,1
DIEINISON J. F. BRAGA,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
DIEINISON J. F. BRAGA,PAULO T. GUERRA,1
DIEINISON J. F. BRAGA,REGIS PIRES MAGALHÃES,1
DIEINISON J. F. BRAGA,SIMONE D. J. BARBOSA,1
DIEINISON J. F. BRAGA,TICIANA LINHARES COELHO DA SILVA,1
DIMAS CASSIMIRO NASCIMENTO,MILENA MACEDO SANTOS,1
DIMAS CASSIMIRO NASCIMENTO,THIAGO PEREIRA DA NOBREGA,1
DIMAS CASSIMIRO NASCIMENTO,TIAGO BRASILEIRO ARAÚJO,1
DIOGO V. DE S. SILVA,FREDERICO A. DURÃO,1
DIOGO V. DE S. SILVA,RENATO DE S. SILVA,1
DORGIVAL GUEDES NETO,DOUGLAS E.V. PIRES,1
DORGIVAL GUEDES NETO,ELVERTON C. FAZZION,1
DORGIVAL GUEDES NETO,HÉLIO ALMEIDA,1
DORGIVAL GUEDES NETO,LUAM C. TOTTI,1
DORGIVAL GUEDES NETO,MOHAMMED J. ZAKI,1
DORGIVAL GUEDES NETO,OSVALDO L.H.M. FONSECA,1
DORGIVAL GUEDES NETO,RAQUEL C. DE MELO-MINARDI,1
DORGIVAL GUEDES NETO,RUBENS E.A. MOREIRA,1
DOUGLAS E.V. PIRES,ELVERTON C. FAZZION,1
DOUGLAS E.V. PIRES,LUAM C. TOTTI,1
DOUGLAS E.V. PIRES,OSVALDO L.H.M. FONSECA,1
DOUGLAS E.V. PIRES,RAQUEL C. DE MELO-MINARDI,1
DOUGLAS E.V. PIRES,RUBENS E.A. MOREIRA,1
DOUGLAS E.V. PIRES,WAGNER MEIRA JR.,1
DUNCAN D. RUIZ,JUAREZ MONTEIRO,1
DUNCAN D. RUIZ,LEANDRO P. DA SILVA,1
DUNCAN D. RUIZ,ROGER GRANADA,1
DÉBORA PINA,FELIPE BEVILAQUA,1
DÉBORA PINA,FILIPE SILVA,1
DÉBORA PINA,ISABELA SIQUEIRA,1
DÉBORA PINA,PATRICK VALDURIEZ,1
E. M. TEIXEIRA,G. M. AMARAL,1
E. M. TEIXEIRA,J. R. A. CARDOZO,1
E. M. TEIXEIRA,JAVAM C. MACHADO,1
E. M. TEIXEIRA,M. I. V. LIMA,1
E. M. TEIXEIRA,PAULO R. P. AMORA,1
E.R. HRUSCHKA,F. QUÉCOLE,1
E.R. HRUSCHKA,M.C. DUARTE,1
EDIMAR MANICA,JONATHAN MARTINS,1
EDIMAR MANICA,SERIGNE K. MBAYE,1
EDLENO SILVA DE MOURA,ELI CORTEZ,1
EDLENO SILVA DE MOURA,ELTON SERRA,1
EDLENO SILVA DE MOURA,JOÃO M. B. CAVALCANTI,1
EDLENO SILVA DE MOURA,KLESSIUS BERLT,1
EDLENO SILVA DE MOURA,LÍDIA LIZZIANE SEREJO DE CARVALHO,1
EDLENO SILVA DE MOURA,MARCELA PESSOA,1
EDLENO SILVA DE MOURA,MARCOS ANDRÉ GONÇALVES,1
EDLENO SILVA DE MOURA,MAURO HERRERA,1
EDLENO SILVA DE MOURA,NIVIO ZIVIANI,1
EDLENO SILVA DE MOURA,PÁVEL CALADO,1
EDMUNDO R. M. MADEIRA,ELIANE MARTINS,1
EDMUNDO R. M. MADEIRA,GEOVANE C. MAGALHÂES,1
EDMUNDO R. M. MADEIRA,MARIA CECILIA C. BARANAUSKAS,1
EDMUNDO R. M. MADEIRA,NEUCIMAR A. LEITE,1
EDMUNDO R. M. MADEIRA,RICARDO DA S. TORRES,1
EDNILZA E S NARDI,JOÃO EDUARDO FERREIRA,1
EDNILZA E S NARDI,LEONARDO TADASHI KAMAURA,1
EDRÉ MOREIRA,GUILHERME OLIVEIRA CAMPOS,1
EDRÉ MOREIRA,WAGNER MEIRA JR.,1
EDSON ALVES,JAELSON CASTRO,1
EDSON ALVES,OSCAR PASTOR,1
EDSON ALVES,ROBSON  DO NASCIMENTO FIDALGO,1
EDSON ALVES,SERGIO ESPAÑA,1
EDSON R. D. WEREN,J. PALAZZO M. DE OLIVEIRA,1
EDSON R. D. WEREN,LEANDRO K. WIVES,1
EDSON R. D. WEREN,LUCAS MIZUSAKI,1
EDSON R. D. WEREN,VIVIANE PEREIRA MOREIRA,1
EDUARDO A. RIBAS,RONEY UBA,1
EDUARDO C. CARVALHO,RAFAEL L. ROCHA,1
EDUARDO C. CARVALHO,RENATO C. FERREIRA,1
EDUARDO C. G. CAMARGO,JUSSARA O. ORTIZ,1
EDUARDO C. G. CAMARGO,LAÉRCIO M. NAMIKAWA,1
EDUARDO C. G. CAMARGO,THALES S. KÖRTING,1
EDUARDO CUNHA DE ALMEIDA,ERIK FALK,1
EDUARDO CUNHA DE ALMEIDA,GERSON SUNYÉ,1
EDUARDO CUNHA DE ALMEIDA,LEANDRO AUGUSTO ENSINA,1
EDUARDO CUNHA DE ALMEIDA,LUIZ C. P. ALBINI,1
EDUARDO CUNHA DE ALMEIDA,LUIZ EDUARDO SOARES DE OLIVEIRA,1
EDUARDO CUNHA DE ALMEIDA,MARCO A. Z. ALVES,1
EDUARDO CUNHA DE ALMEIDA,MARCOS DIDONET DEL FABRO,1
EDUARDO CUNHA DE ALMEIDA,MARISA S. FRANCO,1
EDUARDO CUNHA DE ALMEIDA,NICOLAS TAMALU,1
EDUARDO CUNHA DE ALMEIDA,PATRICK VALDURIEZ,1
EDUARDO CUNHA DE ALMEIDA,RICARDO GONÇALVES COELHO,1
EDUARDO CUNHA DE ALMEIDA,SIMONE DOMINICO,1
EDUARDO CUNHA DE ALMEIDA,THOMAS CERQUEUS,1
EDUARDO DIAS DEFREYN,RONALDO DOS SANTOS MELLO,1
EDUARDO HENRIQUE MONTEIRO PENA,ERIK FALK,1
EDUARDO HENRIQUE MONTEIRO PENA,JORGE AUGUSTO MEIRA,1
EDUARDO HENRIQUE MONTEIRO PENA,LEANDRO AUGUSTO ENSINA,1
EDUARDO HENRIQUE MONTEIRO PENA,LUIZ EDUARDO SOARES DE OLIVEIRA,1
EDUARDO HENRIQUE MONTEIRO PENA,NICOLAS TAMALU,1
EDUARDO LUSTOSA,JOSÉ DE AGUIAR MORAES FILHO,1
EDUARDO LUSTOSA,JÚLIO A. TAVARES,1
EDUARDO NUNES BORGES,FABIAN CORRÊA CARDOSO,1
EDUARDO NUNES BORGES,GIANCARLO LUCCA,1
EDUARDO NUNES BORGES,JUAN ANDREY VALVERDE MALSKA,1
EDUARDO NUNES BORGES,PAULO JUNIOR RAMIRO,1
EDUARDO NUNES BORGES,RAFAEL ALCESTE BERRI,1
EDUARDO NUNES BORGES,VIVIANE LEITE DIAS DE MATTOS,1
EDUARDO OGASAWARA,FERNANDA BAIÃO,1
THIAGO CARDOSO,THIAGO SALLES,1
EDUARDO OGASAWARA,JOÃO GONÇALVES,1
EDUARDO OGASAWARA,KARY A. C. S. OCAÑA,1
ADRIANA MEXICANO,JOAQUÍN PÉREZ,1
VAGNER JOSÉ DO SACRAMENTO RODRIGUES,VINÍCIUS G. BRAGA,1
EDUARDO R. DUARTE NETO,MANUEL E. B. FILHO,1
EDUARDO R. HRUSCHKA,RODRIGO C. BARROS,1
EDUARDO R. HRUSCHKA,THIAGO F. COVÕES,1
EDUARDO R. HRUSCHKA,THIAGO H. P. SILVA,1
EDUARDO VALLE,JURANDY ALMEIDA,1
EDUARDO VALLE,NEUCIMAR A. LEITE,1
EDUARDO VALLE,RICARDO DA S. TORRES,1
EDWARD A. FOX,JURANDY ALMEIDA,1
EDWARD A. FOX,MARCOS ANDRÉ GONÇALVES,1
EDWARD A. FOX,NEUCIMAR A. LEITE,1
EDWARD A. FOX,NÁDIA P. KOZIEVITCH,1
EDWARD A. FOX,RICARDO DA S. TORRES,1
EDWARD A. FOX,UMA MURTHY,1
EDWARD HERMANN HAEUSLER,JEFFERSON B. SANTOS,1
EDWARD HERMANN HAEUSLER,MARCOS V. VILLAS,1
EDWARD HERMANN HAEUSLER,MARIANA D. A. SALGUEIRO,1
EDWARD HERMANN HAEUSLER,RAFAEL PEREIRA DE OLIVEIRA,1
EDWARD HERMANN HAEUSLER,RAPHAEL MARINS,1
TULIO VIDAL ROLIM,WELLINGTON FRANCO,1
EDWARD HERMANN HAEUSLER,VERONICA DOS SANTOS,1
EDWARD RIBEIRO,MARCIO VICTORINO,1
EDWARD RIBEIRO,MARISTELA HOLANDA,1
ELAINE PARROS MACHADO DE SOUSA,ELIANE G. KARASAWA,1
ABÍLIO NOGUEIRA BARROS,IBSEN MATEUS BITTENCOURT,1
ELAINE PARROS MACHADO DE SOUSA,JOÃO VICTOR DE OLIVEIRA NOVAES,1
WAGNER SANTOS,YURI FROTA,1
ELAINE PARROS MACHADO DE SOUSA,NATALIA DE FATIMA MARTINS,1
ELAINE PARROS MACHADO DE SOUSA,PRISCILA P. COLTRI,1
ELAINE PARROS MACHADO DE SOUSA,ROBSON LEONARDO FERREIRA CORDEIRO,1
A. R. S. PARMEZAN,G. E. A. P. A. BATISTA,1
ELAINE PARROS MACHADO DE SOUSA,THÁBATA AMARAL,1
ELI CORTEZ,ELTON SERRA,1
ELI CORTEZ,LUIZ OSVALDO EVANGELISTA,1
ELI CORTEZ,WAGNER MEIRA JR.,1
ELIANE MARTINS,GEOVANE C. MAGALHÂES,1
ELIANE MARTINS,MARIA CECILIA C. BARANAUSKAS,1
ELIANE MARTINS,NEUCIMAR A. LEITE,1
ELIANE MARTINS,RICARDO DA S. TORRES,1
ELIAS OLIVEIRA,GABRIEL DIAS,1
ELIAS OLIVEIRA,JAIMEL LIMA,1
ELIAS OLIVEIRA,JULIANA PIROVANI,1
ELISA S. MENENDEZ,JOÃO PEDRO V. PINHEIRO,1
ELISA S. MENENDEZ,MARCO ANTONIO CASANOVA,1
ELISANGELA ANDRADE ÂNGELO,FLAVIO AUGUSTO VICENTE SEIXAS,1
ELISANGELA ANDRADE ÂNGELO,GISELE STRIEDER PHILIPPSEN,1
ELISANGELA ANDRADE ÂNGELO,MARIA APARECIDA FERNANDEZ,1
ELIVELTON F. BUENO,LUIZ M. L. PASCOAL,1
ELIVELTON F. BUENO,MARCELO DE C. CARDOSO,1
ELIVELTON F. BUENO,SÁVIO S. T. DE OLIVEIRA,1
ELIVELTON F. BUENO,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
ELIVELTON F. BUENO,WELLINGTON SANTOS MARTINS,1
ELVERTON C. FAZZION,LUAM C. TOTTI,1
ELVERTON C. FAZZION,OSVALDO L.H.M. FONSECA,1
ELVERTON C. FAZZION,RAQUEL C. DE MELO-MINARDI,1
ELVERTON C. FAZZION,RUBENS E.A. MOREIRA,1
ELVERTON C. FAZZION,WAGNER MEIRA JR.,1
EMANUEL F. COUTINHO,FLÁVIO R. C. SOUSA,1
EMANUEL F. COUTINHO,JAVAM C. MACHADO,1
EMANUEL F. COUTINHO,JOSÉ S. COSTA FILHO,1
EMANUEL F. COUTINHO,LEONARDO O. MOREIRA,1
ENZO SERAPHIM,LUIZ OLMES CARVALHO,1
ENZO SERAPHIM,THATYANA F. P. SERAPHIM,1
ERIK E. SANTISO,FERNANDO L. BARROSO DA SILVA,1
ERIK E. SANTISO,ILYAS GRANDGUILLAUME,1
ERIK E. SANTISO,RAUNI BORGES MARQUES,1
ERIK E. SANTISO,SERGIO A. POVEDA-CUEVAS,1
ERIK FALK,JORGE AUGUSTO MEIRA,1
EVANDRINO G. BARROS,MIRELLA M. MORO,1
EVANDRO L. T. P. CUNHA,JANAÍNA GUIGINSKI,1
EVANDRO L. T. P. CUNHA,JUAN F. GALINDO,1
EVANDRO L. T. P. CUNHA,LUANA PASSOS,1
EVANDRO L. T. P. CUNHA,PEDRO LOURES ALZAMORA,1
EVANDRO L. T. P. CUNHA,RAMON A. S. FRANCO,1
EVANDRO L. T. P. CUNHA,RAQUEL SCHNEIDER,1
EVANDRO L. T. P. CUNHA,TEREZA BERNARDES,1
EVELINE R. SACRAMENTO,FERNANDA LÍGIA R. LOPES,1
EVELINE R. SACRAMENTO,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
EVELINE R. SACRAMENTO,MARCO ANTONIO CASANOVA,1
EVELINE R. SACRAMENTO,VANIA MARIA P. VIDAL,1
EVERALDO COSTA NETO,JOHNY MOREIRA,1
EVERALDO COSTA NETO,LUCIANO BARBOSA,1
F. QUÉCOLE,M.C. DUARTE,1
FABIAN CORRÊA CARDOSO,GIANCARLO LUCCA,1
FABIAN CORRÊA CARDOSO,JUAN ANDREY VALVERDE MALSKA,1
FABIAN CORRÊA CARDOSO,PAULO JUNIOR RAMIRO,1
FABIAN CORRÊA CARDOSO,RAFAEL ALCESTE BERRI,1
FABIAN CORRÊA CARDOSO,VIVIANE LEITE DIAS DE MATTOS,1
FABIANA B. GIL,NÁDIA P. KOZIEVITCH,1
FABIANA B. GIL,RICARDO DA S. TORRES,1
FABIANA DA SILVA SOARES,HILTON LUIS FERRAZ DA SILVEIRA,1
FABIANA DA SILVA SOARES,ROBERTA  AVERNA VALENTE,1
FABIANO BALDO,JULIA GRANDO,1
FABIANO BALDO,YUJI YAMADA CORREA,1
FABIANO BOTELHO,MARCO A. CRISTO,1
FABIANO BOTELHO,NIVIO ZIVIANI,1
FABIANO BOTELHO,OSVALDO MATOS-JUNIOR,1
A. R. S. PARMEZAN,L. H.  M. JACINTHO,1
FABIANO MUNIZ BELÉM,GABRIEL TEXEIRA,1
FABIANO MUNIZ BELÉM,JUSSARA MARQUES ALMEIDA,1
A. R. S. PARMEZAN,T. P. DA SILVA,1
FABIANO MUNIZ BELÉM,MARCELO TEIXEIRA,1
FABIANO MUNIZ BELÉM,MARCOS ANDRÉ GONÇALVES,1
A. S. C. MELO,D. F. LIMA,1
FABIANO MUNIZ BELÉM,SÉRGIO D. CANUTO,1
FABIO J. COUTINHO,FELIPE F. VASCONCELOS,1
FABIO J. COUTINHO,JOÃO PAULO CLARINDO,1
FABIO J. COUTINHO,JOÃO V. S. TAVARES,1
FABIO J. COUTINHO,MATHEUS G. S. OLIVEIRA,1
ABÍLIO NOGUEIRA BARROS,ANDRÉ NASCIMENTO,1
FABIO MORAIS,MATHEUS A. DOS SANTOS,1
FABIO MORAIS,NAZARENO ANDRADE,1
FABIO PORTO,HERMANO L. S. LUSTOSA,1
FABIO PORTO,LEONARDO RAMOS,1
FABIO PORTO,PATRICK VALDURIEZ,1
FABIOLA S. F. PEREIRA,SANDRA DE AMO,1
FABRÍCIO A. SILVA,GUILHERME SÉRGIO DE OLIVEIRA,1
FABRÍCIO A. SILVA,RICARDO V. FERREIRA,1
FABRÍCIO A. SILVA,THAIS R. M. BRAGA SILVA,1
FABRÍCIO BENEVENUTO,GISELE LOBO PAPPA,1
FABRÍCIO BENEVENUTO,HENDRICKSON REITER LANGBEHN,1
THIAGO CARDOSO,VITOR C. OLIVEIRA,1
THIAGO F. COVÕES,THIAGO H. P. SILVA,1
FABRÍCIO BENEVENUTO,SAULO M. R. RICCI,1
FABRÍCIO BENEVENUTO,TIAGO RODRIGUES,1
FABRÍCIO BENEVENUTO,VIRGÍLIO ALMEIDA,1
FABRÍCIO RODRIGUES,JAQUELINE B. CORREIA,1
FABRÍCIO RODRIGUES,KARIN BECKER,1
FABRÍCIO RODRIGUES,MARA ABEL,1
FABRÍCIO RODRIGUES,NICOLAU SANTOS,1
FELIPE BEVILAQUA,ISABELA SIQUEIRA,1
FELIPE BEVILAQUA,LILIANE KUNSTMANN,1
FELIPE BEVILAQUA,MARTA MATTOSO,1
FELIPE F. VASCONCELOS,JOÃO PAULO CLARINDO,1
FELIPE F. VASCONCELOS,JOÃO V. S. TAVARES,1
FELIPE F. VASCONCELOS,MATHEUS G. S. OLIVEIRA,1
FELIPE FERREIRA BORGES,LEONARDO ANDRADE RIBEIRO,1
FELIPE L. S. FERREIRA,FERNANDO T. PAULINO,1
FELIPE L. S. FERREIRA,GUIDO L. DE S. FILHO,1
FELIPE L. S. FERREIRA,LEONARDO A. DOMINGUES,1
FELIPE L. S. FERREIRA,TIAGO M. U. DE ARAÚJO,1
FELIPE MENEGUZZI,JOÃO PAULO PORDEUS,1
FELIPE MENEGUZZI,JUAREZ MONTEIRO,1
FELIPE MENEGUZZI,RODRIGO C. BARROS,1
FELIPE MENEGUZZI,ROGER GRANADA,1
FELIPE PINTO DA SILVA,RENATO FILETO,1
FELIPE VALENCIA DE ALMEIDA,PEDRO LUIZ PIZZIGATTI CORRÊA,1
FELIPE VALENCIA DE ALMEIDA,RENATO OKABAYASHI MIYAJI,1
FELIPE X. B. DA SILVA,GABRIEL M. C. GUIMARÃES,1
FELIPE X. B. DA SILVA,LUCAS A. B. MACEDO,1
FELIPE X. B. DA SILVA,RICARDO MARCONDES MARCACINI,1
FELIPE X. B. DA SILVA,THIAGO P. FALEIROS,1
FELIPE X. B. DA SILVA,VICTOR H. F. LISBOA,1
FELIPE X. B. DA SILVA,VINICIUS R. P. BORGES,1
FELIPPE PIRES FERREIRA,ILAN S. G. DE FIGUEIREDO,1
FELIPPE PIRES FERREIRA,LARISSA R. TEIXEIRA,1
FELIPPE PIRES FERREIRA,ROBSON LEONARDO FERREIRA CORDEIRO,1
FELIPPE PIRES FERREIRA,WILLIAM ZANIBONI SILVA,1
FERNANDA BAIÃO,JONAS DIAS,1
FERNANDA BAIÃO,JONICE DE OLIVEIRA SAMPAIO,1
FERNANDA BAIÃO,LEONARDO GUERREIRO AZEVEDO,1
THIAGO H. P. SILVA,VICTOR AUGUSTO L. CRUZ,1
FERNANDA BAIÃO,TATIANE LIMA DA SILVA,1
FERNANDA BAIÃO,VANESSA BRAGANHOLO,1
FERNANDA LÍGIA R. LOPES,JOSÉ ANTÔNIO FERNANDES DE MACEDO,1
FERNANDA LÍGIA R. LOPES,MARCO ANTONIO CASANOVA,1
FERNANDA LÍGIA R. LOPES,VANIA MARIA P. VIDAL,1
FERNANDA O. F. SCHMIDT,FLÁVIO F. NOBRE,1
FERNANDA O. F. SCHMIDT,NATHÁLIA S. C. SANTOS,1
FERNANDA O. F. SCHMIDT,ODARA A. OLIVEIRA,1
FERNANDA O. F. SCHMIDT,PRISCILA C. ALVES,1
THIAGO H. P. SILVA,WELTON SANTOS,1
THIAGO P. FALEIROS,VICTOR H. F. LISBOA,1
THIAGO P. FALEIROS,VINICIUS R. P. BORGES,1
FERNANDO L. BARROSO DA SILVA,ILYAS GRANDGUILLAUME,1
FERNANDO L. BARROSO DA SILVA,RAUNI BORGES MARQUES,1
FERNANDO L. BARROSO DA SILVA,SERGIO A. POVEDA-CUEVAS,1
FERNANDO MOURÃO,GISELE LOBO PAPPA,1
THIAGO PEREIRA DA NOBREGA,TIAGO BRASILEIRO ARAÚJO,1
FERNANDO MOURÃO,LUCAS CUNHA,1
FERNANDO MOURÃO,MARCOS ANDRÉ GONÇALVES,1
FERNANDO MOURÃO,NÍCOLLAS SILVA,1
FERNANDO MOURÃO,THIAGO SALLES,1
FERNANDO MOURÃO,WAGNER MEIRA JR.,1
FERNANDO T. PAULINO,GUIDO L. DE S. FILHO,1
FERNANDO T. PAULINO,LEONARDO A. DOMINGUES,1
FERNANDO T. PAULINO,TIAGO M. U. DE ARAÚJO,1
FERNANDO TRINTA,FRANCISCO GOMES,1
FERNANDO TRINTA,LINCOLN ROCHA,1
FERNANDO TRINTA,WINDSON VIANA,1
FILIPE DE L. ARCANJO,GISELE LOBO PAPPA,1
FILIPE DE L. ARCANJO,JOÃO PALOTTI,1
FILIPE DE L. ARCANJO,LAURA R. ANTUÑA,1
FILIPE DE L. ARCANJO,MARCOS ANDRÉ GONÇALVES,1
FILIPE DE L. ARCANJO,MIRELLA M. MORO,1
FILIPE DE L. ARCANJO,RENATO C. FERREIRA,1
FILIPE DE L. ARCANJO,THIAGO SALLES,1
FILIPE DE L. ARCANJO,WAGNER MEIRA JR.,1
FILIPE DE L. ARCANJO,WALLISON W. GUIMARÃES,1
FILIPE RIBEIRO NALON,JOSÉ LUÍS BRAGA,1
FILIPE RIBEIRO NALON,JUGURTA LISBOA FILHO,1
FILIPE RIBEIRO NALON,KARLA ALBUQUERQUE DE VASCONCELOS BORGES,1
FILIPE RIBEIRO NALON,MARCUS VINÍCIUS ALVIM ANDRADE,1
FILIPE SILVA,LILIANE KUNSTMANN,1
FILIPE SILVA,MARTA MATTOSO,1
FILIPE SILVA,PATRICK VALDURIEZ,1
FLAVIA BERNARDINI,HADRIEL TOLEDO LIMA,1
FLAVIA DELICATO,JANIO LIMA,1
FLAVIA DELICATO,LAIS BARONI,1
FLAVIA DELICATO,LUCIANA ESCOBAR,1
FLAVIA DELICATO,PAULO PIRES,1
FLAVIA DELICATO,REBECCA SALLES,1
FLAVIO AUGUSTO VICENTE SEIXAS,GISELE STRIEDER PHILIPPSEN,1
FLAVIO AUGUSTO VICENTE SEIXAS,MARIA APARECIDA FERNANDEZ,1
FLÁVIA MARIA SANTORO,KATE REVOREDO,1
FLÁVIA MARIA SANTORO,PEDRO O. T. MELLO,1
FLÁVIO F. NOBRE,NATHÁLIA S. C. SANTOS,1
FLÁVIO F. NOBRE,ODARA A. OLIVEIRA,1
FLÁVIO F. NOBRE,PRISCILA C. ALVES,1
THIAGO SALLES,VITOR C. OLIVEIRA,1
FLÁVIO R. C. SOUSA,JOSÉ MARIA MONTEIRO,1
FLÁVIO R. C. SOUSA,JOSÉ S. COSTA FILHO,1
FLÁVIO R. C. SOUSA,LEONARDO O. MOREIRA,1
FLÁVIO R. C. SOUSA,MANOEL SIQUEIRA,1
FLÁVIO R. C. SOUSA,PATRICK A. BUNGAMA,1
FLÁVIO R. C. SOUSA,WENDEL M. DE OLIVEIRA,1
FRANCISCO D. B. S. PRACIANO,ITALO C.  ABREU,1
FRANCISCO D. B. S. PRACIANO,JAVAM C. MACHADO,1
FRANCISCO GOMES,LINCOLN ROCHA,1
FRANCISCO GOMES,WINDSON VIANA,1
FRANKLIN SOUZA DA SILVA,GILBERTO FERREIRA DA SILVA,1
FRANKLIN SOUZA DA SILVA,MILENA MAGALHÃES,1
FRANKLIN SOUZA DA SILVA,NICOLAS CARELS,1
FREDERICO A. DURÃO,RENATO DE S. SILVA,1
FREDERICO CHAVES CARVALHO,LUANA LUIZA BASTOS,1
FREDERICO CHAVES CARVALHO,LUCAS MORAES DOS SANTOS,1
FREDERICO CHAVES CARVALHO,RAQUEL C. DE MELO-MINARDI,1
FREDERICO CHAVES CARVALHO,VIVIAN MORAIS PAIXÃO,1
FÁBIO BEZERRA,JACQUES WAINER,1
FÁBIO MOREIRA COSTA,THIAGO BORGES DE OLIVEIRA,1
FÁBIO MOREIRA COSTA,VAGNER JOSÉ DO SACRAMENTO RODRIGUES,1
G. D. DOS SANTOS,H. U. GOBBI,1
G. E. A. P. A. BATISTA,L. H.  M. JACINTHO,1
G. E. A. P. A. BATISTA,T. P. DA SILVA,1
G. M. AMARAL,J. R. A. CARDOZO,1
G. M. AMARAL,JAVAM C. MACHADO,1
G. M. AMARAL,M. I. V. LIMA,1
G. M. AMARAL,PAULO R. P. AMORA,1
G. S. AGUIAR,H. M. GOMES,1
G. S. AGUIAR,L. B. MARINHO,1
G. S. AGUIAR,M. C. DE FARIAS,1
G. S. AGUIAR,P. SILVEIRA,1
G. S. AGUIAR,W. F. MAGALHÃES,1
GABRIEL DIAS,JAIMEL LIMA,1
GABRIEL DIAS,JULIANA PIROVANI,1
GABRIEL F. B. DE MEDEIROS,LÍVIA C. DEGROSSI,1
GABRIEL F. B. DE MEDEIROS,MARISTELA HOLANDA,1
GABRIEL JALLAIS,GABRIEL TEXEIRA,1
THOMAS CERQUEUS,TIAGO RODRIGO KEPE,1
GABRIEL JALLAIS,MARCELO TEIXEIRA,1
TIAGO RODRIGUES,VIRGÍLIO ALMEIDA,1
GABRIEL M. C. GUIMARÃES,LUCAS A. B. MACEDO,1
GABRIEL M. C. GUIMARÃES,RICARDO MARCONDES MARCACINI,1
GABRIEL M. C. GUIMARÃES,THIAGO P. FALEIROS,1
GABRIEL M. C. GUIMARÃES,VICTOR H. F. LISBOA,1
GABRIEL M. C. GUIMARÃES,VINICIUS R. P. BORGES,1
